                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    129,                 1.3336,                 1.0134,                 1.4517,                0.86462,                0.83266,                0.89344,                0.68544,                 1.0134,                0.92182,                 1.3068,               0.005809,               0.005809,               0.005809
                    130,                 1.3287,                  1.008,                  1.463,                0.85333,                0.81735,                0.89038,                0.68774,                 1.0187,                0.91081,                 1.2964,               0.005776,               0.005776,               0.005776
                    131,                 1.3266,                0.97192,                 1.4499,                0.84815,                0.83239,                0.89267,                0.69212,                 1.0195,                0.91245,                 1.2988,               0.005743,               0.005743,               0.005743
                    132,                 1.3463,                 1.0066,                 1.4772,                0.85734,                0.82313,                0.88959,                0.68731,                 1.0059,                0.92228,                 1.2953,                0.00571,                0.00571,                0.00571
                    133,                 1.3221,                0.99153,                 1.4562,                0.84342,                0.84355,                 0.8919,                0.68679,                 1.0182,                0.90382,                 1.3004,               0.005677,               0.005677,               0.005677
                    134,                 1.3351,                0.99775,                 1.4657,                0.85407,                0.82627,                0.89205,                0.68849,                 1.0147,                0.91484,                  1.293,               0.005644,               0.005644,               0.005644
                    135,                 1.3317,                0.97369,                  1.455,                0.85982,                0.82253,                0.89735,                0.69269,                 1.0229,                0.91804,                 1.3054,               0.005611,               0.005611,               0.005611
                    136,                 1.3362,                 0.9808,                 1.4547,                0.87398,                0.82637,                0.89928,                0.69557,                 1.0128,                0.90804,                 1.2968,               0.005578,               0.005578,               0.005578
                    137,                 1.3325,                0.98048,                 1.4442,                0.86735,                0.84001,                0.89872,                0.69004,                 1.0145,                0.87518,                 1.2927,               0.005545,               0.005545,               0.005545
                    138,                 1.3282,                0.98408,                 1.4569,                0.87684,                0.83054,                0.90109,                0.69776,                 1.0122,                0.88324,                  1.289,               0.005512,               0.005512,               0.005512
                    139,                 1.3053,                0.97295,                 1.4403,                  0.863,                0.84501,                0.90162,                0.69429,                 1.0189,                0.89034,                 1.2936,               0.005479,               0.005479,               0.005479
                    140,                 1.3274,                0.97662,                 1.4539,                0.85989,                0.83371,                0.89809,                0.69472,                 1.0179,                0.90846,                 1.3028,               0.005446,               0.005446,               0.005446
                    141,                 1.3319,                0.97685,                 1.4462,                 0.8479,                0.84124,                0.89343,                0.68629,                 1.0168,                0.91166,                    1.3,               0.005413,               0.005413,               0.005413
                    142,                 1.3406,                 1.0031,                 1.4554,                0.86525,                0.82473,                0.89872,                0.69389,                 1.0178,                0.88977,                 1.3003,                0.00538,                0.00538,                0.00538
                    143,                 1.3242,                0.96635,                 1.4427,                0.86881,                0.82835,                0.89852,                0.69222,                 1.0233,                0.90799,                  1.304,               0.005347,               0.005347,               0.005347
                    144,                 1.3299,                0.97703,                 1.4574,                0.86306,                 0.8418,                0.89751,                0.69406,                  1.015,                0.89899,                 1.2984,               0.005314,               0.005314,               0.005314
                    145,                 1.3187,                0.96073,                  1.448,                 0.8661,                0.83836,                0.90248,                0.69764,                 1.0163,                0.89277,                 1.3069,               0.005281,               0.005281,               0.005281
                    146,                 1.3179,                0.95373,                 1.4486,                0.88178,                 0.8231,                0.89763,                0.69341,                 1.0143,                0.87716,                 1.2976,               0.005248,               0.005248,               0.005248
                    147,                 1.3228,                0.96073,                 1.4481,                0.86762,                0.83366,                0.90133,                0.69956,                 1.0201,                 0.8798,                 1.3018,               0.005215,               0.005215,               0.005215
                    148,                  1.329,                0.99016,                 1.4526,                0.84694,                0.84363,                0.89249,                0.68937,                 1.0081,                0.88642,                 1.2886,               0.005182,               0.005182,               0.005182
                    149,                 1.3192,                0.96041,                 1.4433,                0.86462,                0.83543,                0.90034,                0.69807,                 1.0122,                0.86734,                 1.2917,               0.005149,               0.005149,               0.005149
